store_number,longitude,latitude,name,address,city,state,zipcode,phone,hours_today,open_status,has_drive_thru,has_wifi,has_indoor_dining,has_24_hours,timezone
6508,-96.033441,41.259262,OMAHA-W. DODGE,7717 W Dodge,Omaha,NE,68114-3636,(402) 390-0800,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
458,-95.947463,41.268238,OMAHA-CUMING STN,2410 Cuming St,Omaha,NE,68131-1630,(402) 342-1226,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
10113,-96.090175,41.263738,OMAHA 114&DODGE,11330 W Dodge,Omaha,NE,68154-2620,(402) 496-3555,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
38180,-96.023512,41.277419,72ND & BLONDO,1925 N 72nd St.,Omaha,NE,68134,(402) 390-1179,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
11004,-95.825931,41.245986,COUNCIL BLFS-MAD,251 Bennett Ave,Council Bluffs,IA,51503,(712) 328-0040,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
11458,-95.868113,41.261549,CO BLUFF/BROADWA,1607 W Broadway,Council Bluffs,IA,51501-3821,(712) 322-0705,05:00 - 23:00,OPEN,0,0,1,1,(GMT-06:00) Central Time (US & Canada)
6736,-96.081999,41.290081,OMAHA-W. EMMETT,3404 N 108th St,Omaha,NE,68164-2907,(402) 493-9555,05:00 - 23:00,OPEN,0,0,0,0,(GMT-06:00) Central Time (US & Canada)
11043,-95.957368,41.298925,OMAHA/30 & AMES,4404 N 30th,Omaha,NE,68111,(402) 451-3460,06:00 - 22:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
21022,-96.023237,41.301258,72ND STREET,4635 N 72nd St,Omaha,NE,68134,(402) 573-0077,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
17786,-96.119099,41.293284,132ND & MAPLE,3805 N 132nd St,Omaha,NE,68164,(402) 431-8437,05:00 - 23:00,OPEN,0,0,0,0,(GMT-06:00) Central Time (US & Canada)
6012,-96.053503,41.310584,OMAHA-90TH & OLD,9009 Old Military Ave,Omaha,NE,68134,(402) 571-0800,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
33571,-96.177824,41.290684,"OMAHA, NE MAPLE/",3575 North 168th Court,Omaha,NE,68116,(402) 289-1644,05:00 - 23:00,OPEN,0,0,0,0,(GMT-06:00) Central Time (US & Canada)
22513,-95.958293,41.327098,30/WEBER(SHOPCO),7400 N 30th,Omaha,NE,68112,(402) 453-6889,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
30776,-95.2333,41.018057,RED OAK,1501 North Broadway Street,Red Oak,IA,51566,(712) 623-2098,05:00 - 00:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
6077,-94.369236,41.049498,CRESTON,608 Wyoming Ave,Creston,IA,50801-3436,(641) 508-0003,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
7697,-93.782581,41.028638,OSCEOLA-IOWA,1220 Jeffreys Dr,Osceola,IA,50213-9802,(515) 468-6033,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
43003,-94.014113,41.345427,"WINTERSET, IOWA",1318 N 1st Ave,Winterset,IA,50273,(515) 468-6005,05:00 - 00:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
6128,-93.110151,41.30743,KNOXVILLE-HWY 14,1406 S Lincoln,Knoxville,IA,50138-3425,(641) 828-8444,05:00 - 00:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
4401,-92.425787,41.00505,OTTUMWA-RICHMOND,222 Richmond St,Ottumwa,IA,52501-4226,(641) 682-4116,00:00 - 00:00,OPEN,0,0,1,1,(GMT-06:00) Central Time (US & Canada)
6993,-92.411752,41.049729,OTTUMWA-NRTHGATE,2441 Northgate Dr,Ottumwa,IA,52501-1117,(641) 682-6345,06:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
5258,-92.652484,41.29667,OSKALOOSA A AVE,703 A Ave W,Oskaloosa,IA,52577-2031,(641) 673-9791,05:00 - 00:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
5489,-91.98284,41.006894,FAIRFIELD,1705 W Burlington Ave,Fairfield,IA,52556,(641) 472-4266,06:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
11970,-91.538638,40.974659,MT PLEASANT,700 Wohlleber Drive,Mount Pleasant,IA,52641,(319) 385-4266,05:00 - 00:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
19605,-91.693544,41.296957,WASHINGTON,311 S. Marion Avenue,Washington,IA,52353,(319) 653-6599,05:00 - 01:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
11433,-90.649068,40.925013,MONMOUTH,1134 N Main St,Monmouth,IL,61462-1209,(309) 734-6701,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
15229,-90.733234,41.199,ALEDO,1402 Se Third Street,Aledo,IL,61231,(309) 582-2359,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
154,-90.383862,40.960569,GALESBURG-,1072 N Henderson St,Galesburg,IL,61401-2553,(309) 343-8340,05:30 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
4788,-90.35238,40.947075,GALESBURG-,1158 E Main St,Galesburg,IL,61401-3962,(309) 343-1539,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
13414,-90.296808,40.919311,KNOXVILLE,743 Knox Hwy 10,Knoxville,IL,61448,(309) 289-9351,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
3924,-89.927644,41.229349,KEWANEE-TENNEY,315 S Tenney St,Kewanee,IL,61443-3451,(309) 852-4747,05:00 - 01:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
32030,-89.493892,40.907169,"CHILLICOTHE, IL-",402 W Cloverdale,Chillicothe,IL,61523,(309) 274-4070,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
2238,-88.836342,41.138059,STREATOR-BLMNGTN,1602 N Bloomington,Streator,IL,61364,(815) 672-1003,05:00 - 01:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
3996,-88.643025,40.873148,PONTIAC-66 & 116,960 W Reynolds St,Pontiac,IL,61764,(815) 842-2522,06:00 - 22:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
12229,-89.078543,41.296136,OGLESBY-I39&LEWI,115 N Lewis Ave,Oglesby,IL,61348-9772,(815) 883-8989,05:00 - 00:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
2053,-89.117689,41.33811,PERU-SHOOTING PK,924 Shooting Park Rd,Peru,IL,61354-1874,(815) 223-5216,05:00 - 00:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
5292,-88.412294,41.112488,DWIGHT-47&NORTHB,13 E Northbrook Dr,Dwight,IL,60420,(815) 374-5008,06:00 - 22:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
14528,-88.285855,41.28743,COAL CITY-BROADW,2 South Broadway,Coal City,IL,60416,(815) 634-4412,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
17618,-88.208465,41.265692,BRAIDWOOD-RT 53,285 W Front St,Braidwood,IL,60408,(815) 458-0802,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
11168,-87.876141,41.132442,KANKAKEE/MEADOWV,1030 N 5th Ave,Kankakee,IL,60901,(815) 939-0004,04:30 - 21:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
2672,-87.84096,41.118624,KANKAKEE-57&COUR,1780 E Court St,Kankakee,IL,60901-2671,(815) 939-1815,04:30 - 20:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
7238,-87.886402,41.159601,BRBONNAIS-RT 102,575 Main St Nw,Bourbonnais,IL,60914-2305,(815) 932-6575,04:30 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
11038,-87.850281,41.160351,BRADLEY-KINZIE,1180 N Kinzie Ave,Bradley,IL,60915-1237,(815) 937-1180,04:30 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
32404,-87.850129,41.188033,"BRADLEY, IL - RT",2050 N State Road 50,Bourbonnais,IL,60914,(815) 929-7420,04:30 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
19706,-87.848088,41.249975,MANTENO-57&DIVIS,103 South Creek Dr,Manteno,IL,60950,(815) 468-9927,06:00 - 21:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
5202,-88.140603,41.297286,WILMINGTON-RT102,1055 S Water Street,Wilmington,IL,60481-1666,(815) 476-5272,06:00 - 21:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
16664,-87.815364,41.324154,PEOTONE-57&ORIOL,701 Oriole Dr,Peotone,IL,60468,(708) 258-0006,06:00 - 21:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
4908,-87.216729,40.941335,RENSSELAER-H-114,8834 W State Rd 114,Rensselaer,IN,47978,(219) 866-4408,04:30 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
12455,-87.155532,40.925958,RENSSELAER-COLLE,819 South College Drive,Rensselaer,IN,47978,(219) 866-4174,04:30 - 00:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
5591,-87.400558,41.290405,LOWELL-RT 2&BURR,1705 E Commercial,Lowell,IN,46356-2110,(219) 696-8010,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
12203,-87.199341,41.205935,DEMOTTE-RT.231,338 N Halleck,Demotte,IN,46310-9419,(219) 987-7303,04:30 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
35340,-87.296625,41.288791,HEBRON,3150 E 181st Place,Hebron,IN,46341,(219) 690-1633,04:30 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
12367,-86.602795,41.06413,WINAMAC,600 N Us 35,Winamac,IN,46996,(574) 946-7912,04:30 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
11466,-86.217352,41.05189,ROCHESTER SR 25,101 Mcdonalds Dr,Rochester,IN,46975-4036,(574) 223-9473,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
11817,-86.621276,41.283539,KNOX US 35,1411 S Heaton St,Knox,IN,46534-2315,(574) 772-7199,05:00 - 23:00,OPEN,0,0,1,1,(GMT-06:00) Central Time (US & Canada)
20399,-86.26022,41.238573,ARGOS US 31 & 10,10450 State Hwy 10,Argos,IN,46501,(574) 892-9757,06:00 - 22:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
11535,-85.793764,41.000491,N. MNCHTER/S114,1702 In-114,North Manchester,IN,46962,(260) 982-4419,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
2788,-85.853155,41.240568,WARSAW-N DETR ST,315 N Detroit St,Warsaw,IN,46580-3040,(574) 267-6305,05:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
11110,-85.800587,41.230133,WARSAW/U.S. 30 E,3611 Commerce Dr,Warsaw,IN,46580-3929,(574) 267-5368,05:00 - 04:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
36441,-85.853651,41.268973,WARSAW 3,2473 Jalynn St,Warsaw,IN,46582,(574) 267-7272,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
4510,-85.504056,40.892635,HUNTNGTN-HOME ST,60 Home St,Huntington,IN,46750-1346,(260) 356-8016,05:00 - 00:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
5528,-85.48511,41.170716,CLMBIACTY-SPARTA,1001 Spartan Dr,Columbia City,IN,46725-1017,(260) 244-4515,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
24161,-85.276473,41.074765,FT. WAYNE ILL RD,10310 Illinois Rd,Fort Wayne,IN,46814,(260) 625-5282,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
11713,-85.257186,41.032571,FT WAYNE/COV LN,5796 Coventry Ln,Fort Wayne,IN,46804,(260) 432-4595,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
4467,-85.213581,41.06035,FT WYNE/U.S 24 W,5703 W Jefferson St,Fort Wayne,IN,46804-1672,(260) 432-7267,05:00 - 00:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
1883,-85.169893,41.019048,FW-BLUFFTON ROAD,6810 Bluffton Rd,Fort Wayne,IN,46809-2702,(260) 747-6974,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
14157,-85.316812,41.225289,DANA PLANT DR&33,561 S Main,Churubusco,IN,46723,(260) 693-1657,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
4958,-85.15682,41.099924,FW-GOSHEN ROAD,1103 Goshen Rd,Fort Wayne,IN,46808-2029,(260) 483-8355,06:00 - 21:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
29222,-85.145628,41.074783,JEFFERSON STREET,515 W Jefferson,Fort Wayne,IN,46802-2905,(260) 420-7845,05:00 - 04:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
6657,-85.135817,41.049693,FT.WAYNE-RUDISIL,202 E Rudisill,Fort Wayne,IN,46806,(260) 745-5511,05:00 - 22:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
4792,-85.157258,41.131968,FW-WASHINGTN CTR,1333 W Washington Center Rd,Fort Wayne,IN,46825-4142,(260) 489-4708,06:00 - 21:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
31928,-85.112539,41.0142,FT. WAYNE - SOUT,7640 S Anthony Blvd,Fort Wayne,IN,46816,(260) 447-3200,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
156,-85.139342,41.118651,FW-COLISEUM BLVD,255 E Coliseum Blvd,Fort Wayne,IN,46805-1002,(260) 483-1212,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
33491,-85.166687,41.173602,FT. WAYNE - LIMA,9827 Lima Road,Fort Wayne,IN,46818,(260) 489-4205,05:00 - 22:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
13592,-85.088966,41.097166,FT. WAYNE/STATE,3940 E State St,Fort Wayne,IN,46805,(260) 482-1761,05:00 - 03:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
3107,-85.101528,41.133137,FW - ST. JOE,3202 St Joe Center Road,Fort Wayne,IN,46835,(260) 485-8625,05:00 - 22:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
12254,-85.125803,41.177966,DUPONT/COLDWATER,1210 Dupont Rd,Fort Wayne,IN,46825,(260) 489-8026,05:00 - 00:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
128,-85.045275,41.069272,FW-U.S. 30 EAST,7502 W Sr 930,New Haven,IN,46774,(260) 749-8015,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
2992,-85.063152,41.120923,FW-STELLHORN RD.,6131 Stellhorn Rd,Fort Wayne,IN,46815-5347,(260) 485-8948,05:00 - 04:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
37925,-84.850121,41.140738,"WOODBURN, IN LOV",5959 N Sr 101,Woodburn,IN,46797,(260) 632-0808,05:00 - 00:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
38627,-85.079644,41.179927,FT WAYNE DUPONT,5225 E Dupont Rd,Fort Wayne,IN,46845,(260) 739-7904,06:00 - 21:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
31505,-84.581576,40.888799,VAN WERT II,101 Christopher Crossing,Van Wert,OH,45891,(419) 238-4755,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
2710,-84.597945,40.856247,VAN WERT-SHANNON,1162 S Shannon,Van Wert,OH,45891-2446,(419) 238-2055,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
17175,-84.759662,41.294482,HICKSVILLE,200 E High St,Hicksville,OH,43526,(419) 542-5171,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
11469,-84.580142,41.149684,PAULDING/SR 127,911 N Williams St,Paulding,OH,45879-8800,(419) 399-2240,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
11720,-84.326819,40.843066,DELPHOS/ELIDA RD,1051 Elida Ave,Delphos,OH,45833-1778,(419) 692-4527,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
2310,-84.334071,41.282992,DEFIANCE-E 2,1740 E 2nd St,Defiance,OH,43512-2446,(419) 782-6400,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
10082,-84.360107,41.30104,DEFIANCE-N CLINT,1111 N Clinton St,Defiance,OH,43512-9785,(419) 782-6498,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
5210,-84.048411,41.025231,OTTAWA-PERRY ST.,777 N Perry St,Ottawa,OH,45875-1338,(419) 523-3533,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
10369,-83.870461,40.893065,BLUFFTON-S.R.103,500 Oh-103,Bluffton,OH,45817-9620,(419) 358-9345,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
2274,-83.66337,41.058269,FINDLAY-TRENTON,731 Trenton Ave,Findlay,OH,45840-2642,(419) 424-0712,05:00 - 02:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
11927,-83.610204,41.053195,FINDLAY-TIFFIN,1921 Tiffin Ave,Findlay,OH,45840-6752,(419) 423-7755,05:00 - 02:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
10932,-83.645599,41.173281,N. BALTIMORE,12776 Deshler Rd,North Baltimore,OH,45872-0026,(419) 257-3007,05:00 - 22:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
22669,-83.395102,40.942082,CAREY - SR 23,1295 S Vance,Carey,OH,43316,(419) 396-2669,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
16555,-83.420582,41.164734,FOSTORIA,620 N County Line St,Fostoria,OH,44830,(419) 436-7534,05:00 - 00:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
10239,-83.203557,41.111413,TIFFIN W S.R. 18,1714 W State Route 18,Tiffin,OH,44883-2561,(419) 447-5925,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
6312,-83.244344,40.834383,UPPER SANDUSKY,1650 E Wyandot Ave,Upper Sandusky,OH,43351-9700,(419) 294-4182,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
5540,-82.722778,41.043068,WILLARD-WALTON,207 E Walton St,Willard,OH,44890-9419,(419) 935-1414,04:30 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
6259,-82.646446,40.871601,SHELBY-MANSFIELD,151 Mansfield Ave,Shelby,OH,44875-1832,(419) 347-2004,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
12201,-82.820885,41.269827,BELLEVUE,100 Mcdonald'S Dr,Bellevue,OH,44811-9633,(419) 483-2215,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
26361,-82.990681,41.314652,CLYDE,1040 W Mcpherson Hwy,Clyde,OH,43410,(419) 547-7878,05:00 - 00:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
11969,-82.400077,41.084977,NEW LONDON/MAIN,31 W Main Street,New London,OH,44851-1016,(419) 929-6231,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
3759,-82.336449,40.85479,ASHLAND 1,1504 Claremont Ave,Ashland,OH,44805-3533,(419) 289-3393,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
19213,-82.266933,40.858734,ASHLAND II,740 Us Highway 250 East,Ashland,OH,44805,(419) 281-4409,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
3401,-82.603111,41.228325,NORWALK-BENEDICT,249 Benedict Ave,Norwalk,OH,44857-2346,(419) 668-4571,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
7988,-82.612541,41.259296,NORWALK-MILAN,199 Milan Ave,Norwalk,OH,44857-1135,(419) 668-1487,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
7623,-82.216415,41.181545,WELLINGTON,800 North Main St,Wellington,OH,44090-1000,(440) 647-3005,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
21647,-82.62543,41.333034,MILAN TWP,11015 State Route 250 N,Milan,OH,44846,(419) 499-3055,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
11856,-82.216971,41.284558,OBERLIN/S. MAIN,265 S Main St,Oberlin,OH,44074-1772,(440) 774-1314,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
21555,-81.997038,40.999701,BURBANK,10020 Avon Lake Rd,Burbank,OH,44214-9608,(330) 948-0104,04:00 - 01:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
11525,-81.908143,41.030331,SEVILLE/SPEEDWAY,6074 Speedway Dr,Seville,OH,44273-9107,(330) 769-2008,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
31289,-81.863568,41.114084,MEDINA III,5867 Wooster Pike,Medina,OH,44256,(330) 723-6096,05:30 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
12034,-81.863081,41.157545,MEDINA-N COURT,1069 N Court St,Medina,OH,44256-1566,(330) 722-8601,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
29295,-81.801145,41.135705,"MEDINA, OH-71",3160 Medina Rd,Medina,OH,44256,(330) 723-4880,07:00 - 22:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
3088,-81.729324,41.048042,WADSWORTH-HIGH,920 High St,Wadsworth,OH,44281-8763,(330) 336-8100,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
11923,-81.764904,40.847311,ORRVILLE/MAIN ST,825 N Main St,Orrville,OH,44667,(330) 683-8898,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
25335,-81.840861,41.228346,BRUNSWICK RELO,1733 Pearl Rd,Brunswick,OH,44212,(330) 225-9941,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
17467,-82.119156,41.246041,LA GRANGE,550 N Center St,Lagrange,OH,44050,(440) 355-5700,05:30 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
7250,-81.639717,41.026302,NORTON-GREENWICH,3177 Greenwich Rd,Norton,OH,44203-5751,(330) 825-0526,07:00 - 22:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
10859,-81.802854,41.23971,BRUNSWICK-CENTER,3115 Center Rd,Brunswick,OH,44212-3848,(330) 225-7771,05:00 - 00:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
19593,-82.06398,41.286639,GRAFTON,412 Main St,Grafton,OH,44044,(440) 926-3427,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
11632,-81.608115,41.012411,BARBERTON/TUSCSA,500 W Tuscarawas Ave,Barberton,OH,44203-2545,(330) 745-3681,05:00 - 22:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
5647,-81.638749,41.136425,MONTROSE,3875 Medina Rd,Akron,OH,44333,(330) 666-2007,07:00 - 22:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
41441,-81.784656,41.277732,NORTH ROYALTON,19755 W. 130th St.,North Royalton,OH,44133,(440) 628-9260,06:00 - 22:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
10786,-81.581367,41.084147,AKRON/COPLEY RD.,1650 Copley Rd,Akron,OH,44320-2537,(330) 836-8889,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
36187,-81.570962,41.064934,VERNON ODOM,1365 Vernon Odom Blvd,Akron,OH,44320,(330) 865-6600,05:00 - 22:00,OPEN,0,0,0,1,(GMT-05:00) Eastern Time (US & Canada)
5493,-81.565394,40.962365,AKRON-MANCHESTER,5165 Manchester Rd,Akron,OH,44319-3911,(330) 645-6686,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
3314,-81.834641,41.308865,STRONGSVL-PEARL,14615 Pearl Rd,Strongsville,OH,44136-5011,(440) 572-1832,05:30 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
11723,-81.553752,41.010811,AKRON/MANCHESTER,3273 Manchester Road,Akron,OH,44319-1408,(330) 644-2171,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
381,-81.568793,41.108227,AKRON-W EXCHANGE,1720 W Exchange St,Akron,OH,44313-7662,(330) 836-2951,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
17314,-81.572734,40.881961,CANAL FULTON,2151 Locust St,Canal Fulton,OH,44614,(330) 854-6218,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
15735,-81.629179,41.221127,RICHFIELD/WHEATN,3921 Wheatley Rd,Richfield,OH,44286,(330) 659-3322,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
6543,-81.492451,40.983677,AKRON-ARLINGTON,3225 Arlington Rd,Akron,OH,44312-5215,(330) 644-1085,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
536,-81.492869,41.029162,AKRON-WATERLOO,946 E Waterloo Rd,Akron,OH,44306-3928,(330) 724-5126,05:00 - 22:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
14434,-81.466023,40.961568,"UNIONTOWN, OH",3672 Massillon Rd,Uniontown,OH,44685,(330) 896-9303,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
