id,store_number,store_code,store_nickname,drivethru,walkup_window,line1,line2,city,state,postalCode,country,lat,lon,hours,schedule
AZ0202,DB789,AZ0202,McCulloch,1,True,1621 McCulloch Blvd N,,Lake Havasu City,AZ,86403,US,34.47512,-114.34357,"Sun-Thu: 05am-10pm, Fri-Sat: 05am-11pm","[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-07:00"", ""end"": ""2025-09-30T22:00:00-07:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-07:00"", ""end"": ""2025-10-01T22:00:00-07:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-07:00"", ""end"": ""2025-10-02T22:00:00-07:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-07:00"", ""end"": ""2025-10-03T23:00:00-07:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-07:00"", ""end"": ""2025-10-04T23:00:00-07:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-07:00"", ""end"": ""2025-10-05T22:00:00-07:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-07:00"", ""end"": ""2025-10-06T22:00:00-07:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-07:00"", ""end"": ""2025-10-07T22:00:00-07:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-07:00"", ""end"": ""2025-10-08T22:00:00-07:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-07:00"", ""end"": ""2025-10-09T22:00:00-07:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-07:00"", ""end"": ""2025-10-10T23:00:00-07:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-07:00"", ""end"": ""2025-10-11T23:00:00-07:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-07:00"", ""end"": ""2025-10-12T22:00:00-07:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-07:00"", ""end"": ""2025-10-13T22:00:00-07:00""}]"
AZ0203,DB458,AZ0203,Stockton Hill,1,False,3699 Stockton Hill Rd,,Kingman,AZ,86409,US,35.22988,-114.03751,"Sun-Thu: 05am-10pm, Fri-Sat: 05am-11pm","[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-07:00"", ""end"": ""2025-09-30T22:00:00-07:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-07:00"", ""end"": ""2025-10-01T22:00:00-07:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-07:00"", ""end"": ""2025-10-02T22:00:00-07:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-07:00"", ""end"": ""2025-10-03T23:00:00-07:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-07:00"", ""end"": ""2025-10-04T23:00:00-07:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-07:00"", ""end"": ""2025-10-05T22:00:00-07:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-07:00"", ""end"": ""2025-10-06T22:00:00-07:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-07:00"", ""end"": ""2025-10-07T22:00:00-07:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-07:00"", ""end"": ""2025-10-08T22:00:00-07:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-07:00"", ""end"": ""2025-10-09T22:00:00-07:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-07:00"", ""end"": ""2025-10-10T23:00:00-07:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-07:00"", ""end"": ""2025-10-11T23:00:00-07:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-07:00"", ""end"": ""2025-10-12T22:00:00-07:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-07:00"", ""end"": ""2025-10-13T22:00:00-07:00""}]"
AZ0401,DB268,AZ0401,"Prescott Valley, AZ (Dbpv)",1,True,5963 E State Rt 69,,Prescott Valley,AZ,86314,US,34.578763,-112.361342,Sun-Sat: 05am-11pm,"[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-07:00"", ""end"": ""2025-09-30T23:00:00-07:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-07:00"", ""end"": ""2025-10-01T23:00:00-07:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-07:00"", ""end"": ""2025-10-02T23:00:00-07:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-07:00"", ""end"": ""2025-10-03T23:00:00-07:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-07:00"", ""end"": ""2025-10-04T23:00:00-07:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-07:00"", ""end"": ""2025-10-05T23:00:00-07:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-07:00"", ""end"": ""2025-10-06T23:00:00-07:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-07:00"", ""end"": ""2025-10-07T23:00:00-07:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-07:00"", ""end"": ""2025-10-08T23:00:00-07:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-07:00"", ""end"": ""2025-10-09T23:00:00-07:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-07:00"", ""end"": ""2025-10-10T23:00:00-07:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-07:00"", ""end"": ""2025-10-11T23:00:00-07:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-07:00"", ""end"": ""2025-10-12T23:00:00-07:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-07:00"", ""end"": ""2025-10-13T23:00:00-07:00""}]"
AZ0403,DB318,AZ0403,"Prescott, AZ (Willow Creek)",1,True,3169 Willow Creek Rd,,Prescott,AZ,86301,US,34.598106,-112.458013,Sun-Sat: 05am-11pm,"[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-07:00"", ""end"": ""2025-09-30T23:00:00-07:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-07:00"", ""end"": ""2025-10-01T23:00:00-07:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-07:00"", ""end"": ""2025-10-02T23:00:00-07:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-07:00"", ""end"": ""2025-10-03T23:00:00-07:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-07:00"", ""end"": ""2025-10-04T23:00:00-07:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-07:00"", ""end"": ""2025-10-05T23:00:00-07:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-07:00"", ""end"": ""2025-10-06T23:00:00-07:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-07:00"", ""end"": ""2025-10-07T23:00:00-07:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-07:00"", ""end"": ""2025-10-08T23:00:00-07:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-07:00"", ""end"": ""2025-10-09T23:00:00-07:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-07:00"", ""end"": ""2025-10-10T23:00:00-07:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-07:00"", ""end"": ""2025-10-11T23:00:00-07:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-07:00"", ""end"": ""2025-10-12T23:00:00-07:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-07:00"", ""end"": ""2025-10-13T23:00:00-07:00""}]"
AZ0404,DB346,AZ0404,Route 89A,1,True,1519 E. State Route 89A,,Cottonwood,AZ,86326,US,34.728328,-112.010784,"Sun-Thu: 05am-10pm, Fri-Sat: 05am-11pm","[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-07:00"", ""end"": ""2025-09-30T22:00:00-07:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-07:00"", ""end"": ""2025-10-01T22:00:00-07:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-07:00"", ""end"": ""2025-10-02T22:00:00-07:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-07:00"", ""end"": ""2025-10-03T23:00:00-07:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-07:00"", ""end"": ""2025-10-04T23:00:00-07:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-07:00"", ""end"": ""2025-10-05T22:00:00-07:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-07:00"", ""end"": ""2025-10-06T22:00:00-07:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-07:00"", ""end"": ""2025-10-07T22:00:00-07:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-07:00"", ""end"": ""2025-10-08T22:00:00-07:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-07:00"", ""end"": ""2025-10-09T22:00:00-07:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-07:00"", ""end"": ""2025-10-10T23:00:00-07:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-07:00"", ""end"": ""2025-10-11T23:00:00-07:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-07:00"", ""end"": ""2025-10-12T22:00:00-07:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-07:00"", ""end"": ""2025-10-13T22:00:00-07:00""}]"
AZ0501,DB193,AZ0501,"Peoria, AZ (Thunderbird)",1,True,8387 W. Thunderbird Rd.,,Peoria,AZ,85381,US,33.60949,-112.23992,Sun-Sat: 05am-11pm,"[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-07:00"", ""end"": ""2025-09-30T23:00:00-07:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-07:00"", ""end"": ""2025-10-01T23:00:00-07:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-07:00"", ""end"": ""2025-10-02T23:00:00-07:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-07:00"", ""end"": ""2025-10-03T23:00:00-07:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-07:00"", ""end"": ""2025-10-04T23:00:00-07:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-07:00"", ""end"": ""2025-10-05T23:00:00-07:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-07:00"", ""end"": ""2025-10-06T23:00:00-07:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-07:00"", ""end"": ""2025-10-07T23:00:00-07:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-07:00"", ""end"": ""2025-10-08T23:00:00-07:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-07:00"", ""end"": ""2025-10-09T23:00:00-07:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-07:00"", ""end"": ""2025-10-10T23:00:00-07:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-07:00"", ""end"": ""2025-10-11T23:00:00-07:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-07:00"", ""end"": ""2025-10-12T23:00:00-07:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-07:00"", ""end"": ""2025-10-13T23:00:00-07:00""}]"
AZ0502,DB217,AZ0502,"Goodyear, AZ (Indian School Rd)",1,True,14160 W. Indian School Rd.,,Goodyear,AZ,85395,US,33.486325,-112.363494,Sun-Sat: 05am-11pm,"[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-07:00"", ""end"": ""2025-09-30T23:00:00-07:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-07:00"", ""end"": ""2025-10-01T23:00:00-07:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-07:00"", ""end"": ""2025-10-02T23:00:00-07:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-07:00"", ""end"": ""2025-10-03T23:00:00-07:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-07:00"", ""end"": ""2025-10-04T23:00:00-07:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-07:00"", ""end"": ""2025-10-05T23:00:00-07:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-07:00"", ""end"": ""2025-10-06T23:00:00-07:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-07:00"", ""end"": ""2025-10-07T23:00:00-07:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-07:00"", ""end"": ""2025-10-08T23:00:00-07:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-07:00"", ""end"": ""2025-10-09T23:00:00-07:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-07:00"", ""end"": ""2025-10-10T23:00:00-07:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-07:00"", ""end"": ""2025-10-11T23:00:00-07:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-07:00"", ""end"": ""2025-10-12T23:00:00-07:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-07:00"", ""end"": ""2025-10-13T23:00:00-07:00""}]"
AZ0503,DB227,AZ0503,"Surprise, AZ (Bell Road)",1,True,13855 W. Bell Rd,,Surprise,AZ,85374,US,33.63797,-112.35778,Sun-Sat: 05am-11pm,"[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-07:00"", ""end"": ""2025-09-30T23:00:00-07:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-07:00"", ""end"": ""2025-10-01T23:00:00-07:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-07:00"", ""end"": ""2025-10-02T23:00:00-07:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-07:00"", ""end"": ""2025-10-03T23:00:00-07:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-07:00"", ""end"": ""2025-10-04T23:00:00-07:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-07:00"", ""end"": ""2025-10-05T23:00:00-07:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-07:00"", ""end"": ""2025-10-06T23:00:00-07:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-07:00"", ""end"": ""2025-10-07T23:00:00-07:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-07:00"", ""end"": ""2025-10-08T23:00:00-07:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-07:00"", ""end"": ""2025-10-09T23:00:00-07:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-07:00"", ""end"": ""2025-10-10T23:00:00-07:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-07:00"", ""end"": ""2025-10-11T23:00:00-07:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-07:00"", ""end"": ""2025-10-12T23:00:00-07:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-07:00"", ""end"": ""2025-10-13T23:00:00-07:00""}]"
AZ0504,DB293,AZ0504,"Peoria , AZ (83rd)",1,True,13929 N 83rd Ave,,Peoria,AZ,85226,US,33.61118,-112.236804,Sun-Sat: 24hrs,"[{""date"": ""2025-10-01"", ""start"": ""2025-09-30T00:00:00-07:00"", ""end"": ""2025-10-01T00:00:00-07:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-01T00:00:00-07:00"", ""end"": ""2025-10-02T00:00:00-07:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-02T00:00:00-07:00"", ""end"": ""2025-10-03T00:00:00-07:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-03T00:00:00-07:00"", ""end"": ""2025-10-04T00:00:00-07:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-04T00:00:00-07:00"", ""end"": ""2025-10-05T00:00:00-07:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-05T00:00:00-07:00"", ""end"": ""2025-10-06T00:00:00-07:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-06T00:00:00-07:00"", ""end"": ""2025-10-07T00:00:00-07:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-07T00:00:00-07:00"", ""end"": ""2025-10-08T00:00:00-07:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-08T00:00:00-07:00"", ""end"": ""2025-10-09T00:00:00-07:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-09T00:00:00-07:00"", ""end"": ""2025-10-10T00:00:00-07:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-10T00:00:00-07:00"", ""end"": ""2025-10-11T00:00:00-07:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-11T00:00:00-07:00"", ""end"": ""2025-10-12T00:00:00-07:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-12T00:00:00-07:00"", ""end"": ""2025-10-13T00:00:00-07:00""}, {""date"": ""2025-10-14"", ""start"": ""2025-10-13T00:00:00-07:00"", ""end"": ""2025-10-14T00:00:00-07:00""}]"
AZ0505,DB462,AZ0505,W. Bell Road,1,True,5724 W. Bell Road,,Glendale,AZ,85308,US,33.638852,-112.183182,Sun-Sat: 05am-11pm,"[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-07:00"", ""end"": ""2025-09-30T23:00:00-07:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-07:00"", ""end"": ""2025-10-01T23:00:00-07:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-07:00"", ""end"": ""2025-10-02T23:00:00-07:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-07:00"", ""end"": ""2025-10-03T23:00:00-07:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-07:00"", ""end"": ""2025-10-04T23:00:00-07:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-07:00"", ""end"": ""2025-10-05T23:00:00-07:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-07:00"", ""end"": ""2025-10-06T23:00:00-07:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-07:00"", ""end"": ""2025-10-07T23:00:00-07:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-07:00"", ""end"": ""2025-10-08T23:00:00-07:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-07:00"", ""end"": ""2025-10-09T23:00:00-07:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-07:00"", ""end"": ""2025-10-10T23:00:00-07:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-07:00"", ""end"": ""2025-10-11T23:00:00-07:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-07:00"", ""end"": ""2025-10-12T23:00:00-07:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-07:00"", ""end"": ""2025-10-13T23:00:00-07:00""}]"
AZ0506,DB303,AZ0506,"Glendale , ARIZONA (Westgate)",1,True,6965 N 95th Ave.,,Glendale,AZ,85305,US,33.536657,-112.263337,"Sun-Thu: 05am-11pm, Fri-Sat: 05am-12am","[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-07:00"", ""end"": ""2025-09-30T23:00:00-07:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-07:00"", ""end"": ""2025-10-01T23:00:00-07:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-07:00"", ""end"": ""2025-10-02T23:00:00-07:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-03T05:00:00-07:00"", ""end"": ""2025-10-04T00:00:00-07:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-04T05:00:00-07:00"", ""end"": ""2025-10-05T00:00:00-07:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-07:00"", ""end"": ""2025-10-05T23:00:00-07:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-07:00"", ""end"": ""2025-10-06T23:00:00-07:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-07:00"", ""end"": ""2025-10-07T23:00:00-07:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-07:00"", ""end"": ""2025-10-08T23:00:00-07:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-07:00"", ""end"": ""2025-10-09T23:00:00-07:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-10T05:00:00-07:00"", ""end"": ""2025-10-11T00:00:00-07:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-11T05:00:00-07:00"", ""end"": ""2025-10-12T00:00:00-07:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-07:00"", ""end"": ""2025-10-12T23:00:00-07:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-07:00"", ""end"": ""2025-10-13T23:00:00-07:00""}]"
AZ0507,DB304,AZ0507,"Goodyear, AZ",1,True,580 N Estrella Pkwy,,Goodyear,AZ,85338,US,33.453241,-112.393158,Sun-Sat: 24hrs,"[{""date"": ""2025-10-01"", ""start"": ""2025-09-30T00:00:00-07:00"", ""end"": ""2025-10-01T00:00:00-07:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-01T00:00:00-07:00"", ""end"": ""2025-10-02T00:00:00-07:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-02T00:00:00-07:00"", ""end"": ""2025-10-03T00:00:00-07:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-03T00:00:00-07:00"", ""end"": ""2025-10-04T00:00:00-07:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-04T00:00:00-07:00"", ""end"": ""2025-10-05T00:00:00-07:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-05T00:00:00-07:00"", ""end"": ""2025-10-06T00:00:00-07:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-06T00:00:00-07:00"", ""end"": ""2025-10-07T00:00:00-07:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-07T00:00:00-07:00"", ""end"": ""2025-10-08T00:00:00-07:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-08T00:00:00-07:00"", ""end"": ""2025-10-09T00:00:00-07:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-09T00:00:00-07:00"", ""end"": ""2025-10-10T00:00:00-07:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-10T00:00:00-07:00"", ""end"": ""2025-10-11T00:00:00-07:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-11T00:00:00-07:00"", ""end"": ""2025-10-12T00:00:00-07:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-12T00:00:00-07:00"", ""end"": ""2025-10-13T00:00:00-07:00""}, {""date"": ""2025-10-14"", ""start"": ""2025-10-13T00:00:00-07:00"", ""end"": ""2025-10-14T00:00:00-07:00""}]"
AZ0510,DB386,AZ0510,S. Watson,1,True,1005 S Watson Rd,,Buckeye,AZ,85326,US,33.437631,-112.555658,Sun-Sat: 05am-11pm,"[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-07:00"", ""end"": ""2025-09-30T23:00:00-07:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-07:00"", ""end"": ""2025-10-01T23:00:00-07:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-07:00"", ""end"": ""2025-10-02T23:00:00-07:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-07:00"", ""end"": ""2025-10-03T23:00:00-07:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-07:00"", ""end"": ""2025-10-04T23:00:00-07:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-07:00"", ""end"": ""2025-10-05T23:00:00-07:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-07:00"", ""end"": ""2025-10-06T23:00:00-07:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-07:00"", ""end"": ""2025-10-07T23:00:00-07:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-07:00"", ""end"": ""2025-10-08T23:00:00-07:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-07:00"", ""end"": ""2025-10-09T23:00:00-07:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-07:00"", ""end"": ""2025-10-10T23:00:00-07:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-07:00"", ""end"": ""2025-10-11T23:00:00-07:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-07:00"", ""end"": ""2025-10-12T23:00:00-07:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-07:00"", ""end"": ""2025-10-13T23:00:00-07:00""}]"
